Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39042428,04/26/2018 01:10:00 PM,04/27/2018 06:53:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10025,240 WEST   98 STREET,WEST   98 STREET,BROADWAY,WEST END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/27/2018 06:53:00 AM,07 MANHATTAN,MANHATTAN,992236,229315,Unspecified,MANHATTAN,,,,,,,,40.796089132480624,-73.97115730204911,"(40.796089132480624, -73.97115730204911)"
39039063,04/26/2018 10:18:00 AM,04/27/2018 11:10:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10023,140 WEST   74 STREET,WEST   74 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/27/2018 11:10:00 AM,07 MANHATTAN,MANHATTAN,989967,223221,Unspecified,MANHATTAN,,,,,,,,40.779364494089684,-73.97935733949994,"(40.779364494089684, -73.97935733949994)"
39037322,04/26/2018 08:45:00 PM,04/27/2018 09:41:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11435,109-18 139 STREET,139 STREET,109 AVE,LAKEWOOD AVE,,,ADDRESS,Jamaica,,N/A,Closed,,04/27/2018 09:41:00 AM,12 QUEENS,QUEENS,1037937,189649,Unspecified,QUEENS,,,,,,,,40.687056642079554,-73.80641783668885,"(40.687056642079554, -73.80641783668885)"
39036639,04/26/2018 12:35:00 PM,04/27/2018 06:50:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10023,140 WEST   74 STREET,WEST   74 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/27/2018 06:50:00 AM,07 MANHATTAN,MANHATTAN,989967,223221,Unspecified,MANHATTAN,,,,,,,,40.779364494089684,-73.97935733949994,"(40.779364494089684, -73.97935733949994)"
39028175,04/25/2018 07:52:00 PM,04/26/2018 09:25:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11223,110 AVENUE S,AVENUE S,W 10 ST,W 9 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/26/2018 09:25:00 AM,11 BROOKLYN,BROOKLYN,989339,158158,Unspecified,BROOKLYN,,,,,,,,40.60078199757232,-73.98167403896822,"(40.60078199757232, -73.98167403896822)"
38771894,03/24/2018 09:03:00 AM,04/25/2018 02:05:00 PM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11237,1324 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 02:05:00 PM,04 BROOKLYN,BROOKLYN,1010074,192211,Unspecified,BROOKLYN,,,,,,,,40.694213889523745,-73.90687504805179,"(40.694213889523745, -73.90687504805179)"
38759678,03/22/2018 11:01:00 AM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11106,31-35 CRESCENT STREET,CRESCENT STREET,31 RD,31 DR,,,ADDRESS,Astoria,,N/A,Closed,,04/25/2018 12:00:00 AM,01 QUEENS,QUEENS,1004421,217880,Unspecified,QUEENS,,,,,,,,40.76468368198577,-73.92718359841146,"(40.76468368198577, -73.92718359841146)"
38744077,03/20/2018 02:40:00 PM,04/25/2018 02:04:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11230,1060 EAST    9 STREET,EAST    9 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 02:04:00 PM,12 BROOKLYN,BROOKLYN,993453,166316,Unspecified,BROOKLYN,,,,,,,,40.6231707087958,-73.96684802620636,"(40.6231707087958, -73.96684802620636)"
38743977,03/20/2018 09:22:00 PM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10025,215 WEST  109 STREET,WEST  109 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,04/25/2018 12:00:00 AM,07 MANHATTAN,MANHATTAN,993859,231760,Unspecified,MANHATTAN,,,,,,,,40.80279837410404,-73.96529208341731,"(40.80279837410404, -73.96529208341731)"
38730463,03/19/2018 02:14:00 PM,04/25/2018 09:42:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11211,179 WOODPOINT ROAD,WOODPOINT ROAD,JACKSON ST,SKILLMAN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 09:42:00 AM,01 BROOKLYN,BROOKLYN,1000339,200324,Unspecified,BROOKLYN,,,,,,,,40.71650521048934,-73.94196142046927,"(40.71650521048934, -73.94196142046927)"
38705504,03/16/2018 01:29:00 AM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11226,33 CROOKE AVENUE,CROOKE AVENUE,PARADE PL,ST PAULS PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 12:00:00 AM,14 BROOKLYN,BROOKLYN,994168,176870,Unspecified,BROOKLYN,,,,,,,,40.652138412930235,-73.96425686832232,"(40.652138412930235, -73.96425686832232)"
38680497,03/12/2018 10:19:00 AM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10033,601 WEST  180 STREET,WEST  180 STREET,ST NICHOLAS AVE,WADSWORTH AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/25/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,1002393,248493,Unspecified,MANHATTAN,,,,,,,,40.84871228152462,-73.93442185165252,"(40.84871228152462, -73.93442185165252)"
38667312,03/11/2018 06:13:00 PM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11216,751 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVE,NEW YORK AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,998710,185237,Unspecified,BROOKLYN,,,,,,,,40.675097719423114,-73.94787017277235,"(40.675097719423114, -73.94787017277235)"
38663920,03/11/2018 10:56:00 PM,04/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10032,630 WEST  172 STREET,WEST  172 STREET,BROADWAY,FT WASHINGTON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/25/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000995,246820,Unspecified,MANHATTAN,,,,,,,,40.84412315167366,-73.93947912008186,"(40.84412315167366, -73.93947912008186)"
38584021,03/01/2018 06:55:00 PM,04/25/2018 12:55:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10301,363 FILLMORE STREET,FILLMORE STREET,TYSEN ST,CHAPEL RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/25/2018 12:55:00 PM,01 STATEN ISLAND,STATEN ISLAND,956458,173605,Unspecified,STATEN ISLAND,,,,,,,,40.64313864327756,-74.10014512196864,"(40.64313864327756, -74.10014512196864)"
38565677,02/27/2018 09:06:00 PM,04/25/2018 01:05:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10309,77 CYPRESS LOOP,CYPRESS LOOP,BEND,HAMPTON PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/25/2018 01:05:00 PM,03 STATEN ISLAND,STATEN ISLAND,924799,139448,Unspecified,STATEN ISLAND,,,,,,,,40.5492289257703,-74.21392360104245,"(40.5492289257703, -74.21392360104245)"
39026927,04/25/2018 02:12:00 AM,04/25/2018 11:12:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11101,37-14 36 STREET,36 STREET,37 AVE,NORTHERN BLVD,,,ADDRESS,Long Island City,,N/A,Closed,,04/25/2018 11:12:00 AM,01 QUEENS,QUEENS,1004355,213497,Unspecified,QUEENS,,,,,,,,40.752653622495934,-73.92743496253836,"(40.752653622495934, -73.92743496253836)"
39021736,04/24/2018 03:50:00 PM,04/25/2018 11:52:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11234,6618 VETERANS AVENUE,VETERANS AVENUE,E 66 ST,E 67 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/25/2018 11:52:00 AM,18 BROOKLYN,BROOKLYN,1008364,165095,Unspecified,BROOKLYN,,,,,,,,40.61979128249063,-73.91313850552753,"(40.61979128249063, -73.91313850552753)"
39025185,04/24/2018 01:55:00 PM,,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10461,2878 CODDINGTON AVENUE,CODDINGTON AVENUE,MAYFLOWER AVE,EDISON AVE,,,ADDRESS,BRONX,,N/A,Open,,,10 BRONX,BRONX,1030600,245097,Unspecified,BRONX,,,,,,,,40.839288260049216,-73.83249086861247,"(40.839288260049216, -73.83249086861247)"
39018964,04/24/2018 07:02:00 AM,04/24/2018 07:22:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/24/2018 07:22:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
39009998,04/23/2018 12:41:00 PM,04/24/2018 07:20:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10011,22 WEST   12 STREET,WEST   12 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,04/24/2018 07:20:00 AM,02 MANHATTAN,MANHATTAN,985529,207057,Unspecified,MANHATTAN,,,,,,,,40.73500019620016,-73.9953849249799,"(40.73500019620016, -73.9953849249799)"
39008144,04/23/2018 01:06:00 PM,04/24/2018 09:51:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10314,67 UTTER AVENUE,UTTER AVENUE,SLOSSON AVE,FAIRVIEW AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/24/2018 09:51:00 AM,01 STATEN ISLAND,STATEN ISLAND,951350,164638,Unspecified,STATEN ISLAND,,,,,,,,40.61850864405992,-74.1185074503725,"(40.61850864405992, -74.1185074503725)"
39007551,04/23/2018 09:29:00 AM,04/24/2018 07:42:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11219,1357 52 STREET,52 STREET,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/24/2018 07:42:00 AM,12 BROOKLYN,BROOKLYN,986291,169758,Unspecified,BROOKLYN,,,,,,,,40.63262281928542,-73.99264666299507,"(40.63262281928542, -73.99264666299507)"
39007526,04/23/2018 11:18:00 AM,04/24/2018 07:19:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11412,187-17 JORDAN AVENUE,JORDAN AVENUE,MAYVILLE ST,HANNIBAL ST,,,ADDRESS,Saint Albans,,N/A,Closed,,04/24/2018 07:19:00 AM,12 QUEENS,QUEENS,1048705,194309,Unspecified,QUEENS,,,,,,,,40.699775353353864,-73.76754664606747,"(40.699775353353864, -73.76754664606747)"
38990918,04/20/2018 09:36:00 AM,04/23/2018 10:12:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10461,3555 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROBERTS AVE,BRUCKNER EXPWY WB EN BUHRE AVE,,,ADDRESS,BRONX,,N/A,Closed,,04/23/2018 10:12:00 AM,10 BRONX,BRONX,1031980,248204,Unspecified,BRONX,,,,,,,,40.84780869783529,-73.82748144004533,"(40.84780869783529, -73.82748144004533)"
38968895,04/18/2018 10:37:00 AM,04/24/2018 10:04:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11385,1887 STOCKHOLM STREET,STOCKHOLM STREET,ONDERDONK AVE,WOODWARD AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,04/24/2018 10:04:00 AM,05 QUEENS,QUEENS,1008256,197545,Unspecified,QUEENS,,,,,,,,40.708859581177606,-73.91341199208708,"(40.708859581177606, -73.91341199208708)"
38971209,04/18/2018 10:43:00 AM,04/19/2018 08:06:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10031,387 CONVENT AVENUE,CONVENT AVENUE,W 146 ST,W 147 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,04/19/2018 08:06:00 AM,09 MANHATTAN,MANHATTAN,999326,240066,Unspecified,MANHATTAN,,,,,,,,40.825588382734914,-73.94552650811546,"(40.825588382734914, -73.94552650811546)"
38978012,04/19/2018 03:48:00 PM,04/20/2018 09:22:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11218,299 SHERMAN STREET,SHERMAN STREET,GREENWOOD AVE,E 8-SHERMAN ST PED OVPS,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/20/2018 09:22:00 AM,07 BROOKLYN,BROOKLYN,991500,176637,Unspecified,BROOKLYN,,,,,,,,40.65150146487325,-73.97387222955143,"(40.65150146487325, -73.97387222955143)"
38977824,04/19/2018 02:18:00 PM,04/20/2018 07:34:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11234,3402 AVENUE R,AVENUE R,E 34 ST,E 35 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/20/2018 07:34:00 AM,18 BROOKLYN,BROOKLYN,1001933,162301,Unspecified,BROOKLYN,,,,,,,,40.612137502428816,-73.9363110397649,"(40.612137502428816, -73.9363110397649)"
38886311,04/08/2018 06:13:00 PM,04/20/2018 10:26:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10468,15 EAST  196 STREET,EAST  196 STREET,PARKVIEW TER,MORRIS AVE,,,ADDRESS,BRONX,,N/A,Closed,,04/20/2018 10:26:00 AM,07 BRONX,BRONX,1013179,255879,Unspecified,BRONX,,,,,,,,40.86895586962021,-73.89540384387765,"(40.86895586962021, -73.89540384387765)"
38975857,04/18/2018 07:10:00 AM,04/18/2018 07:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10304,29 SPRING STREET,SPRING STREET,MEADOW AVE,HUNTER ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/18/2018 07:56:00 AM,02 STATEN ISLAND,STATEN ISLAND,958225,159127,Unspecified,STATEN ISLAND,,,,,,,,40.603404952786626,-74.09372213800977,"(40.603404952786626, -74.09372213800977)"
38827179,03/31/2018 02:00:00 PM,04/17/2018 08:31:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10019,446 WEST   58 STREET,WEST   58 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 08:31:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
38825872,03/31/2018 02:55:00 PM,04/17/2018 08:31:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11412,116-22 203 STREET,203 STREET,116 AVE,LINDEN BLVD,,,ADDRESS,Saint Albans,,N/A,Closed,,04/17/2018 08:31:00 AM,12 QUEENS,QUEENS,1053579,193025,Unspecified,QUEENS,,,,,,,,40.69621424397487,-73.74998214639665,"(40.69621424397487, -73.74998214639665)"
38820462,03/30/2018 06:49:00 PM,04/17/2018 08:30:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11379,76-04 CALDWELL AVENUE,CALDWELL AVENUE,76 ST,77 ST,,,ADDRESS,Middle Village,,N/A,Closed,,04/17/2018 08:30:00 AM,05 QUEENS,QUEENS,1016393,203394,Unspecified,QUEENS,,,,,,,,40.72488785153667,-73.88403448776151,"(40.72488785153667, -73.88403448776151)"
38816815,03/29/2018 11:31:00 AM,04/17/2018 08:28:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10475,920 COOP CITY BOULEVARD,COOP CITY BOULEVARD,DREISER LOOP,BEND,,,ADDRESS,BRONX,,N/A,Closed,,04/17/2018 08:28:00 AM,10 BRONX,BRONX,1031143,259374,Unspecified,BRONX,,,,,,,,40.87847139904435,-73.83042858672671,"(40.87847139904435, -73.83042858672671)"
38808902,03/28/2018 03:22:00 PM,04/17/2018 08:27:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10475,3512 HEATHCOTE AVENUE,HEATHCOTE AVENUE,HOLLERS AVE,BOSTON RD,,,ADDRESS,BRONX,,N/A,Closed,,04/17/2018 08:27:00 AM,12 BRONX,BRONX,1032755,262020,Unspecified,BRONX,,,,,,,,40.885725117849255,-73.82458023144144,"(40.885725117849255, -73.82458023144144)"
38792409,03/27/2018 09:27:00 AM,04/17/2018 08:32:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10031,520 WEST  139 STREET,WEST  139 STREET,AMSTERDAM AVE,HAMILTON PL,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 08:32:00 AM,09 MANHATTAN,MANHATTAN,997751,238682,Unspecified,MANHATTAN,,,,,,,,40.82179224368313,-73.951220174454,"(40.82179224368313, -73.951220174454)"
38788564,03/26/2018 09:55:00 AM,04/17/2018 08:32:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11427,80-45 WINCHESTER BOULEVARD,WINCHESTER BOULEVARD,UNION TPKE,237 ST,,,ADDRESS,Queens Village,,N/A,Closed,,04/17/2018 08:32:00 AM,13 QUEENS,QUEENS,1057959,208147,Unspecified,QUEENS,,,,,,,,40.73768491933031,-73.73402127140984,"(40.73768491933031, -73.73402127140984)"
38786160,03/26/2018 10:14:00 PM,04/17/2018 08:32:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10033,214 AUDUBON AVENUE,AUDUBON AVENUE,W 175 ST,W 176 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 08:32:00 AM,12 MANHATTAN,MANHATTAN,1002286,247273,Unspecified,MANHATTAN,,,,,,,,40.84536396091213,-73.93481188624685,"(40.84536396091213, -73.93481188624685)"
38958818,04/16/2018 01:11:00 PM,04/17/2018 07:42:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11212,7 HEGEMAN AVENUE,HEGEMAN AVENUE,HERZL ST,AMBOY ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/17/2018 07:42:00 AM,16 BROOKLYN,BROOKLYN,1008705,178138,Unspecified,BROOKLYN,,,,,,,,40.65559058142622,-73.91186291184383,"(40.65559058142622, -73.91186291184383)"
38946751,04/15/2018 01:18:00 PM,04/17/2018 09:16:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10128,11 EAST   88 STREET,EAST   88 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 09:16:00 AM,08 MANHATTAN,MANHATTAN,995646,224396,Unspecified,MANHATTAN,,,,,,,,40.78258405982354,-73.9588498967438,"(40.78258405982354, -73.9588498967438)"
38919856,04/12/2018 01:32:00 PM,04/17/2018 12:05:00 PM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10010,213 EAST   26 STREET,EAST   26 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 12:05:00 PM,06 MANHATTAN,MANHATTAN,989480,209051,Unspecified,MANHATTAN,,,,,,,,40.740471778624546,-73.9811267985038,"(40.740471778624546, -73.9811267985038)"
38899502,03/25/2018 09:30:00 PM,04/17/2018 08:31:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11357,160-15 12 ROAD,12 ROAD,160 ST,162 ST,,,ADDRESS,Whitestone,,N/A,Closed,,04/17/2018 08:31:00 AM,07 QUEENS,QUEENS,1039174,227313,Unspecified,QUEENS,,,,,,,,40.79042711543804,-73.80165001978021,"(40.79042711543804, -73.80165001978021)"
38898400,03/27/2018 09:34:00 AM,04/17/2018 08:31:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11419,95-17 117 STREET,117 STREET,95 AVE,97 AVE,,,ADDRESS,South Richmond Hill,,N/A,Closed,,04/17/2018 08:31:00 AM,09 QUEENS,QUEENS,1031735,191331,Unspecified,QUEENS,,,,,,,,40.691708782956475,-73.828768812552,"(40.691708782956475, -73.828768812552)"
38898377,03/25/2018 10:48:00 AM,04/17/2018 08:30:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10009,221 AVENUE A,AVENUE A,E 13 ST,E 14 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,04/17/2018 08:30:00 AM,03 MANHATTAN,MANHATTAN,989625,205268,Unspecified,MANHATTAN,,,,,,,,40.730088289895,-73.98060656767272,"(40.730088289895, -73.98060656767272)"
38941496,04/14/2018 06:41:00 PM,04/16/2018 07:35:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/16/2018 07:35:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
38937276,04/14/2018 09:49:00 PM,04/16/2018 11:03:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11214,2537 WEST   17 STREET,WEST   17 STREET,BAY 50 ST,AVENUE Z,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/16/2018 11:03:00 AM,13 BROOKLYN,BROOKLYN,988126,152614,Unspecified,BROOKLYN,,,,,,,,40.58556544462083,-73.986045344828,"(40.58556544462083, -73.986045344828)"
38933270,04/13/2018 05:04:00 PM,04/16/2018 10:54:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11377,50-50 BROADWAY,BROADWAY,49 ST,51 ST,,,ADDRESS,Woodside,,N/A,Closed,,04/16/2018 10:54:00 AM,01 QUEENS,QUEENS,1009285,214198,Unspecified,QUEENS,,,,,,,,40.75456510474464,-73.90963850000712,"(40.75456510474464, -73.90963850000712)"
38908784,04/03/2018 02:39:00 PM,04/16/2018 11:13:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11225,105 LINCOLN ROAD,LINCOLN ROAD,FLATBUSH AVE,BEDFORD AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/16/2018 11:13:00 AM,09 BROOKLYN,BROOKLYN,995618,180122,Unspecified,BROOKLYN,,,,,,,,40.66106269651012,-73.95902578298613,"(40.66106269651012, -73.95902578298613)"
38812272,03/29/2018 02:35:00 PM,04/16/2018 11:10:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11237,399 BLEECKER STREET,BLEECKER STREET,WYCKOFF AVE,ST NICHOLAS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/16/2018 11:10:00 AM,04 BROOKLYN,BROOKLYN,1008091,195208,Unspecified,BROOKLYN,,,,,,,,40.702445516174365,-73.91401540968631,"(40.702445516174365, -73.91401540968631)"
38910709,04/11/2018 07:30:00 AM,04/12/2018 07:06:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11692,180 SCHOONER STREET,SCHOONER STREET,CATAMARAN WAY,ROCKAWAY BEACH BLVD,,,ADDRESS,Arverne,,N/A,Closed,,04/12/2018 07:06:00 AM,14 QUEENS,QUEENS,1039821,153897,Unspecified,QUEENS,,,,,,,,40.58891367281947,-73.7999190674187,"(40.58891367281947, -73.7999190674187)"
38909361,04/11/2018 06:58:00 PM,04/12/2018 08:38:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10465,282 BUTTRICK AVENUE,BUTTRICK AVENUE,HARDING AVE,MILES AVE,,,ADDRESS,BRONX,,N/A,Closed,,04/12/2018 08:38:00 AM,10 BRONX,BRONX,1032798,236421,Unspecified,BRONX,,,,,,,,40.815463353144764,-73.82461008648907,"(40.815463353144764, -73.82461008648907)"
38908709,04/10/2018 12:08:00 PM,04/12/2018 07:04:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11415,83-17 BREVOORT STREET,BREVOORT STREET,METROPOLITAN AVE,84 AVE,,,ADDRESS,Kew Gardens,,N/A,Closed,,04/12/2018 07:04:00 AM,09 QUEENS,QUEENS,1031423,196202,Unspecified,QUEENS,,,,,,,,40.70508018573529,-73.82985976733612,"(40.70508018573529, -73.82985976733612)"
38914120,04/11/2018 07:15:00 PM,04/13/2018 12:43:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11223,2279 EAST    1 STREET,EAST    1 STREET,GRAVESEND NECK RD,AVENUE W,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/13/2018 12:43:00 PM,15 BROOKLYN,BROOKLYN,992634,155473,Unspecified,BROOKLYN,,,,,,,,40.59340971034095,-73.96981177125436,"(40.59340971034095, -73.96981177125436)"
38904761,04/03/2018 09:13:00 PM,04/11/2018 09:17:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11249,22 NORTH    6 STREET,NORTH    6 STREET,UNNAMED ST,KENT AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/11/2018 09:17:00 AM,01 BROOKLYN,BROOKLYN,994558,201622,Unspecified,BROOKLYN,,,,,,,,40.720076532727674,-73.96281349306962,"(40.720076532727674, -73.96281349306962)"
